Text,Sentiment,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
joined a seniors astronomy club stargazing and finding wonder in the vastness of the cosmos astronomyclub seniorstargazer , Curiosity , SeniorStargazer , Twitter , #CelestialWonders #SeniorAstronomy ,18.0,35.0, UK,2023,7,17,22
attended a local jazz festival tapping toes to the tunes that have stood the test of time music a lifelong love affair jazzfestival seniormusiclover , Joy , SeniorJazzFestivalGoer , Facebook , #TimelessTunes #SeniorJazz ,25.0,50.0, USA,2023,7,18,16
started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow seniorwisdom blog , Gratitude , WisdomBloggerSenior , Instagram , #LifeLessons #SeniorBlog ,22.0,45.0, UK,2023,7,19,19
participated in a charity run proving that age is no barrier to supporting meaningful causes charityrun seniorrunner , Excitement , SeniorCharityRunner , Twitter , #RunForACause #SeniorSupport ,30.0,60.0, Canada,2023,7,20,17
survived a challenging physics exam equations you wont defeat me , Relief , PhysicsWhizHighSchool , Instagram , #PhysicsSurvivor #HighSchoolAdventures ,20.0,40.0, USA,2023,8,1,13
exploring the world of coding debugging is an adventure on its own codingjourney highschoolcoder , Excitement , CodeExplorerHighSchool , Twitter , #CodingAdventure #HighSchoolCoderLife ,25.0,50.0, UK,2023,8,2,14
joined the school debate team words are my weapons and im ready for battle , Excitement , DebateWarriorHighSchool , Facebook , #DebateWarrior #HighSchoolDebater ,18.0,35.0, Canada,2023,8,3,12
started a photography club at school capturing moments one snapshot at a time , Joy , PhotoClubHighSchool , Instagram , #PhotographyClub #HighSchoolPhotographer ,22.0,45.0, USA,2023,8,4,16
daydreaming about the upcoming prom the dress the dance  its a fairytale in the making , Excitement , PromDreamerHighSchool , Twitter , #PromDreams #HighSchoolFairytale ,30.0,60.0, Canada,2023,8,5,19
convinced the teacher to have class outdoors learning equations with a side of fresh air , Positive , OutdoorClassHighSchool , Facebook , #OutdoorClassroom #HighSchoolExplorer ,28.0,55.0, USA,2023,8,6,14
accidentally spilled paint in art class abstract art right artclassadventures highschoolartist , Embarrassed , PaintSpillHighSchool , Instagram , #ArtisticMishaps #HighSchoolArt ,22.0,45.0, UK,2023,8,7,19
trying to master the perfect kickflip on my skateboard skating into the weekend like a pro , Excitement , SkateProHighSchool , Twitter , #SkaterLife #HighSchoolSkater ,30.0,60.0, Canada,2023,8,8,16
bonding with friends over the latest kpop sensation fangirling at its finest , Joy , KpopFangirlHighSchool , Facebook , #KpopFangirl #HighSchoolMusic ,20.0,40.0, USA,2023,8,9,22
spent hours perfecting a chemistry experiment mixing potions like a wizard , Joy , ChemistryWizardHighSchool , Instagram , #ChemistryWizard #HighSchoolScientist ,28.0,55.0, UK,2023,8,10,14
successfully organized a surprise birthday party for a friend party planning expert mode achieved , Joy , BirthdayPartyPlannerHighSchool , Twitter , #BirthdayParty #HighSchoolCelebration ,22.0,45.0, Canada,2023,8,11,18
joined the drama club to unleash my inner actor lights camera action , Excitement , DramaClubStarHighSchool , Facebook , #DramaClubStar #HighSchoolActor ,25.0,50.0, USA,2023,8,12,13
got my hands on the latest fantasy novel diving into realms of magic and adventure , Excitement , FantasyBookNerdHighSchool , Instagram , #FantasyBookNerd #HighSchoolReader ,35.0,70.0, UK,2023,8,13,20
mastering the art of the perfect doodle during boring classes doodles a , Joy , DoodleMasterHighSchool , Twitter , #DoodleMaster #HighSchoolArt ,20.0,40.0, USA,2023,8,14,16
attempting to break the school record for the longest handstand wish me luck , Excitement , HandstandChallengeHighSchool , Facebook , #HandstandChallenge #HighSchoolAthlete ,28.0,55.0, Canada,2023,8,15,19
sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill , Mischievous , SnackSmugglerHighSchool , Instagram , #SnackSmuggler #HighSchoolSnacks ,30.0,60.0, USA,2023,8,16,14
hosting a sleepover with friends this weekend preparing for a night of laughter and memories , Excitement , SleepoverHostHighSchool , Twitter , #SleepoverFun #HighSchoolMemories ,18.0,35.0, UK,2023,8,17,22
spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed , Embarrassed , TikTokFailHighSchool , Facebook , #DanceFail #HighSchoolTikTok ,25.0,50.0, USA,2023,8,18,16
accidentally liked my crushs old photo while stalking their profile awkward level maximum , Embarrassed , SocialMediaBlunderHighSchool , Instagram , #SocialMediaBlunder #HighSchoolAwkward ,22.0,45.0, UK,2023,8,19,19
tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent , Embarrassed , CrushFailHighSchool , Twitter , #CrushFail #HighSchoolEmbarrassment ,30.0,60.0, Canada,2023,8,20,17
mastered the art of creating paper airplanes during lecture paper planes soaring to new heights , Joy , PaperPlaneExpertHighSchool , Instagram , #PaperPlaneExpert #HighSchoolArt ,15.0,30.0, USA,2023,8,21,15
trying to set a new trend by juggling textbooks between classes academic juggling a unique skill , Excitement , JugglingProHighSchool , Facebook , #TextbookJuggling #HighSchoolSkills ,22.0,40.0, Canada,2023,8,22,12
hiding a snack stash in my backpack for emergency cravings snack ninja mode activated , Mischievous , SnackNinjaHighSchool , Twitter , #SnackNinja #HighSchoolSnacks ,28.0,55.0, USA,2023,8,23,16
planning a surprise scavenger hunt for friends anticipating the thrill and excitement , Excitement , ScavengerHuntMasterHighSchool , Instagram , #SurpriseAdventure #HighSchoolFun ,20.0,38.0, UK,2023,8,24,18
danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing , Joy , RainDanceCelebrationHighSchool , Facebook , #RainDance #HighSchoolJoy ,25.0,50.0, Canada,2023,8,25,14
accidentally sent a text meant for a friend to the class group chat texting fail oops moment , Embarrassed , GroupChatBlunderHighSchool , Twitter , #TextingFail #HighSchoolAwkward ,18.0,35.0, USA,2023,8,26,17
tried a magic trick to impress classmates magic fail where did that rabbit go , Embarrassed , MagicFailHighSchool , Instagram , #MagicFail #HighSchoolMagic ,22.0,45.0, UK,2023,8,27,20
perfecting the art of creating origami during a dull lecture origami mastery a , Joy , OrigamiProHighSchool , Twitter , #OrigamiMaster #HighSchoolArt ,18.0,36.0, USA,2023,8,28,16
attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed , Excitement , HackySackChampionHighSchool , Instagram , #HackySackChallenge #HighSchoolAthlete ,26.0,48.0, Canada,2023,8,29,13
creating a secret handshake with friends friendship level expert , Joy , SecretHandshakeHighSchool , Facebook , #FriendshipGoals #HighSchoolMemories ,20.0,40.0, USA,2023,8,30,17
embarking on a mission to find the best burger joint in town burger connoisseur reporting for duty , Excitement , BurgerQuestHighSchool , Twitter , #BurgerQuest #HighSchoolFoodie ,24.0,42.0, UK,2023,8,31,20
practicing a standup comedy routine for the upcoming talent show comedy gig in the making , Joy , ComedyGeniusHighSchool , Instagram , #StandUpComedy #HighSchoolTalent ,21.0,39.0, Canada,2023,9,1,14
accidentally sent a love letter to the wrong person love note fail maximum embarrassment , Embarrassed , LoveLetterBlunderHighSchool , Facebook , #LoveLetterFail #HighSchoolAwkward ,17.0,33.0, USA,2023,9,2,18
attempting to impress the teacher with an elaborate science experiment science geek mode activated , Excitement , ScienceExperimentProHighSchool , Twitter , #ScienceGeek #HighSchoolExperiments ,23.0,44.0, UK,2023,9,3,22
crafting intricate friendship bracelets for the whole squad friendship level expert weaver , Joy , BraceletCraftsmanHighSchool , Instagram , #FriendshipBracelets #HighSchoolCrafts ,19.0,37.0, USA,2023,9,4,15
attempting to beat the record for the most consecutive cartwheels cartwheel challenge underway , Excitement , CartwheelMasterHighSchool , Twitter , #CartwheelChallenge #HighSchoolAthlete ,27.0,52.0, Canada,2023,9,5,12
organizing a movie marathon with friends popcorn and cinematic adventures await , Joy , MovieMarathonHostHighSchool , Facebook , #MovieNight #HighSchoolMemories ,22.0,43.0, UK,2023,9,6,16
experimenting with a new hair color a bold change for a bold semester , Excitement , HairColorExperimentHighSchool , Instagram , #HairExperiment #HighSchoolStyle ,20.0,39.0, USA,2023,9,7,18
building a time capsule to capture memories for the future timetraveling emotions , Joy , TimeCapsuleCreatorHighSchool , Facebook , #TimeCapsule #HighSchoolNostalgia ,26.0,48.0, Canada,2023,9,8,14
accidentally walked into the wrong classroom on the first day classroom mixup awkward start , Embarrassed , ClassroomBlunderHighSchool , Twitter , #FirstDayOops #HighSchoolEmbarrassment ,16.0,32.0, USA,2023,9,9,17
trying out a new smoothie recipe for a healthy start to the week smoothie enthusiast level up , Excitement , SmoothieConnoisseurHighSchool , Instagram , #HealthyLiving #HighSchoolWellness ,23.0,42.0, UK,2023,9,10,20
reflecting on the challenges of the school year feeling a bit overwhelmed with assignments , Sad , OverwhelmedHighSchoolStudent , Twitter , #SchoolChallenges #HighSchoolStruggles ,15.0,28.0, USA,2023,9,11,15
encountered some meanspirited comments online dealing with online hate is never easy , Hate , DealingWithHateHighSchool , Instagram , #OnlineHate #HighSchoolReality ,18.0,36.0, Canada,2023,9,12,12
had a bad day at school everything seems to be going wrong , Bad , ToughDayHighSchool , Facebook , #BadDay #HighSchoolBlues ,20.0,40.0, UK,2023,9,13,16
feeling down after not making the sports team disappointment lingers , Sad , SportsTeamRejectionHighSchool , Twitter , #Disappointment #HighSchoolSports ,17.0,34.0, USA,2023,9,14,18
witnessed a heated argument in the cafeteria unpleasant atmosphere at lunch , Hate , CafeteriaConflictHighSchool , Instagram , #CafeteriaDrama #HighSchoolTension ,21.0,41.0, Canada,2023,9,15,14
received a notsogreat grade on a major project academic frustration setting in , Bad , ProjectGradeDisappointmentHighSchool , Facebook , #AcademicFrustration #HighSchoolStress ,19.0,38.0, UK,2023,9,16,17
dealing with a personal setback sometimes life throws unexpected challenges , Sad , PersonalSetbackHighSchool , Twitter , #LifeChallenges #HighSchoolStruggles ,22.0,44.0, USA,2023,9,17,20
feeling lonely on a saturday night sometimes solitude hits harder than expected , Sad , LonelySaturdayHighSchool , Instagram , #LonelyNights #HighSchoolEmotions ,16.0,31.0, Canada,2023,9,18,22
experiencing cyberbullying hateful messages online are disheartening , Hate , CyberbullyingVictimHighSchool , Facebook , #StopCyberbullying #HighSchoolReality ,14.0,27.0, UK,2023,9,19,15
caught in a torrential rainstorm without an umbrella todays weather is just bad luck , Bad , RainyDayBluesHighSchool , Twitter , #BadLuck #HighSchoolWeather ,18.0,35.0, USA,2023,9,20,12
missing an important event due to unforeseen circumstances a day filled with sadness , Sad , MissedOpportunityHighSchool , Instagram , #MissedChances #HighSchoolRegret ,20.0,39.0, Canada,2023,9,21,16
dealing with unfounded rumors circulating about personal life rumors can be hurtful , Hate , RumorVictimHighSchool , Facebook , #RumorMills #HighSchoolDrama ,23.0,46.0, UK,2023,9,22,18
got a flat tire on the way to an important meeting talk about a series of bad events , Bad , FlatTireWoesHighSchool , Twitter , #BadLuckDay #HighSchoolStruggles ,25.0,50.0, USA,2023,9,23,14
feeling a sense of emptiness after a close friend moves away farewells are always sad , Sad , FriendMovingAwayHighSchool , Instagram , #SayingGoodbye #HighSchoolEmotions ,21.0,42.0, Canada,2023,9,24,17
facing rejection from a dream college disheartened but determined to explore other paths , Sad , CollegeRejectionHighSchool , Facebook , #CollegeDreams #HighSchoolJourney ,19.0,37.0, UK,2023,9,25,20
encountering online toxicity during a gaming session hateful comments can ruin the fun , Hate , GamingToxicityHighSchool , Twitter , #OnlineGaming #HighSchoolGamer ,16.0,32.0, USA,2023,9,26,14
having a bad hair day and feeling selfconscious bad hair days can affect confidence , Bad , BadHairDayBluesHighSchool , Instagram , #BadHairDay #HighSchoolConfidence ,18.0,36.0, Canada,2023,9,27,17
feeling a sense of despair after a major project failure hard work didnt pay off this time , Sad , ProjectFailureDespairHighSchool , Facebook , #ProjectStruggles #HighSchoolHardships ,21.0,41.0, UK,2023,9,28,22
experiencing hate comments for expressing personal opinions online negativity prevails , Hate , OpinionsHateHighSchool , Twitter , #OnlineOpinions #HighSchoolCriticism ,24.0,48.0, USA,2023,9,29,15
having a string of bad luck with constant technology malfunctions tech troubles galore , Bad , TechMalfunctionWoesHighSchool , Instagram , #TechIssues #HighSchoolTech ,22.0,43.0, Canada,2023,9,30,18
missing out on a longanticipated event due to unexpected circumstances a day filled with sadness , Sad , MissedEventBluesHighSchool , Facebook , #MissedMoments #HighSchoolRegret ,20.0,39.0, UK,2023,10,1,14
trying out a new study technique for upcoming exams exploring different learning strategies , Neutral , StudyTechniqueExperimentHighSchool , Instagram , #StudyStrategies #HighSchoolExams ,23.0,42.0, USA,2023,10,2,16
organizing a community cleanup event for a cleaner neighborhood promoting environmental awareness , Neutral , CommunityCleanupHighSchool , Twitter , #EnvironmentalEfforts #HighSchoolCommunity ,26.0,50.0, Canada,2023,10,3,12
sharing favorite book recommendations with classmates building a mini book club , Neutral , BookRecommendationsHighSchool , Facebook , #BookClub #HighSchoolReads ,19.0,38.0, UK,2023,10,4,18
experimenting with a new recipe for a school bake sale baking adventures in the kitchen , Neutral , BakeSaleRecipeExperimentHighSchool , Instagram , #BakingAdventures #HighSchoolBakes ,21.0,43.0, USA,2023,10,5,14
collaborating on a school project with peers teamwork makes the dream work , Neutral , SchoolProjectCollaborationHighSchool , Twitter , #Teamwork #HighSchoolProjects ,18.0,36.0, Canada,2023,10,6,17
attending a school club meeting to explore new interests dabbling in extracurricular activities , Neutral , ExtracurricularExplorationHighSchool , Instagram , #SchoolClubs #HighSchoolInterests ,22.0,45.0, UK,2023,10,7,20
exploring a new parttime job opportunity for gaining work experience career development in progress , Neutral , PartTimeJobExplorationHighSchool , Facebook , #CareerDevelopment #HighSchoolJobs ,24.0,48.0, USA,2023,10,8,15
attending a school assembly to stay informed about upcoming events and announcements staying connected with school activities , Neutral , SchoolAssemblyParticipationHighSchool , Twitter , #SchoolEvents #HighSchoolConnectivity ,20.0,40.0, Canada,2023,10,9,22
exploring a new hobby of photography during free time capturing moments through a lens , Neutral , PhotographyHobbyHighSchool , Instagram , #PhotographyJourney #HighSchoolHobbies ,25.0,49.0, UK,2023,10,10,14
participating in a science fair to showcase a unique experiment sharing knowledge with peers , Neutral , ScienceFairParticipationHighSchool , Facebook , #ScienceFair #HighSchoolScience ,19.0,37.0, USA,2023,10,11,16
attending a workshop on time management to enhance organizational skills striving for efficiency , Neutral , TimeManagementWorkshopHighSchool , Twitter , #EfficiencyGoals #HighSchoolSkills ,23.0,44.0, Canada,2023,10,12,18
volunteering at a local charity event to give back to the community contributing to social causes , Neutral , CharityEventVolunteerHighSchool , Instagram , #CommunityService #HighSchoolVolunteer ,20.0,39.0, UK,2023,10,13,12
collaborating on a group project to promote teamwork and shared responsibilities group effort in action , Neutral , GroupProjectCollaborationHighSchool , Facebook , #TeamSpirit #HighSchoolProjects ,18.0,35.0, USA,2023,10,14,17
participating in a debate club to enhance critical thinking and communication skills intellectual engagement in progress , Neutral , DebateClubParticipationHighSchool , Twitter , #DebateSkills #HighSchoolIntellect ,22.0,43.0, Canada,2023,10,15,20
celebrating a friends birthday with a surprise party joyful moments and laughter all around , Happy , BirthdaySurpriseHighSchool , Instagram , #SurpriseParty #HighSchoolCelebration ,27.0,52.0, UK,2023,10,16,15
successfully completing a challenging coding project excitement for overcoming coding hurdles , Happy , CodingSuccessHighSchool , Twitter , #CodingTriumph #HighSchoolTech ,24.0,48.0, USA,2023,10,17,12
attending a school talent show to support classmates applauding the diverse talents on display , Happy , TalentShowSupportHighSchool , Facebook , #TalentShow #HighSchoolEntertainment ,19.0,38.0, Canada,2023,10,18,16
exploring a new hiking trail with friends over the weekend nature laughter and good vibes , Happy , WeekendHikeHighSchool , Instagram , #NatureAdventures #HighSchoolFriends ,21.0,42.0, UK,2023,10,19,18
winning a friendly sports competition against rival schools victory celebrations in full swing , Happy , SportsVictoryHighSchool , Twitter , #SportsTriumph #HighSchoolAthletics ,26.0,50.0, USA,2023,10,20,14
receiving a heartfelt letter from a pen pal in another country connecting across the globe , Happy , PenPalConnectionHighSchool , Facebook , #GlobalFriendship #HighSchoolCorrespondence ,23.0,45.0, Canada,2023,10,21,17
creating a beautiful mural with fellow art enthusiasts the power of collaboration and creativity , Happy , MuralCreationHighSchool , Instagram , #ArtCollaboration #HighSchoolCreativity ,22.0,43.0, UK,2023,10,22,20
participating in a schoolwide art exhibition witnessing creativity and spreading positive vibes , Happy , ArtExhibitionJoyHighSchool , Instagram , #ArtisticExpression #HighSchoolCreativity ,23.0,44.0, USA,2015,11,10,16
achieving a personal best in a track and field competition the thrill of victory and selfimprovement , Happy , TrackFieldSuccessHighSchool , Twitter , #AthleticAchievement #HighSchoolSports ,26.0,51.0, Canada,2016,9,14,12
collaborating on a science project that received recognition at a regional fair science triumphs and smiles , Happy , ScienceProjectSuccessHighSchool , Facebook , #ScienceFairWinner #HighSchoolScience ,20.0,39.0, UK,2017,8,18,18
attending a surprise birthday party organized by friends surrounded by love laughter and good company , Happy , BirthdayPartyJoyHighSchool , Instagram , #SurpriseCelebration #HighSchoolFriendship ,25.0,48.0, USA,2018,6,22,14
successfully fundraising for a school charity initiative the joy of giving back to the community , Happy , CharityFundraisingTriumphHighSchool , Twitter , #CommunityGiving #HighSchoolPhilanthropy ,22.0,42.0, Canada,2019,4,5,17
participating in a multicultural festival celebrating diversity with music dance and delicious food , Happy , MulticulturalFestivalJoyHighSchool , Facebook , #CulturalCelebration #HighSchoolUnity ,21.0,43.0, UK,2020,2,29,20
organizing a virtual talent show during challenging times bringing smiles to classmates faces , Happy , VirtualTalentShowSuccessHighSchool , Instagram , #VirtualEntertainment #HighSchoolPositivity ,24.0,47.0, USA,2020,11,15,15
